viewname,viewnum,frame,value,path
Car,6,0,0.425839459,http://localhost:8080//view_Car//000.jpg
Car,6,1,0.367610375,http://localhost:8080//view_Car//001.jpg
Car,6,2,0.375005217,http://localhost:8080//view_Car//002.jpg
Car,6,3,0.380666841,http://localhost:8080//view_Car//003.jpg
Car,6,4,0.371638281,http://localhost:8080//view_Car//004.jpg
Car,6,5,0.371565383,http://localhost:8080//view_Car//005.jpg
Car,6,6,0.377601771,http://localhost:8080//view_Car//006.jpg
Car,6,7,0.369105434,http://localhost:8080//view_Car//007.jpg
Car,6,8,0.373627351,http://localhost:8080//view_Car//008.jpg
Car,6,9,0.372824363,http://localhost:8080//view_Car//009.jpg
Car,6,10,0.377216475,http://localhost:8080//view_Car//010.jpg
Car,6,11,0.374117691,http://localhost:8080//view_Car//011.jpg
Car,6,12,0.375459084,http://localhost:8080//view_Car//012.jpg
Car,6,13,0.370810029,http://localhost:8080//view_Car//013.jpg
Car,6,14,0.377892662,http://localhost:8080//view_Car//014.jpg
Car,6,15,0.370942347,http://localhost:8080//view_Car//015.jpg
Car,6,16,0.37297909,http://localhost:8080//view_Car//016.jpg
Car,6,17,0.375160208,http://localhost:8080//view_Car//017.jpg
Car,6,18,0.377320059,http://localhost:8080//view_Car//018.jpg
Car,6,19,0.378469747,http://localhost:8080//view_Car//019.jpg
Car,6,20,0.370720131,http://localhost:8080//view_Car//020.jpg
Car,6,21,0.372083303,http://localhost:8080//view_Car//021.jpg
Car,6,22,0.370717904,http://localhost:8080//view_Car//022.jpg
Car,6,23,0.363584832,http://localhost:8080//view_Car//023.jpg
Car,6,24,0.371557671,http://localhost:8080//view_Car//024.jpg
Car,6,25,0.374272738,http://localhost:8080//view_Car//025.jpg
Car,6,26,0.374061564,http://localhost:8080//view_Car//026.jpg
Car,6,27,0.376534058,http://localhost:8080//view_Car//027.jpg
Car,6,28,0.373796992,http://localhost:8080//view_Car//028.jpg
Car,6,29,0.375251681,http://localhost:8080//view_Car//029.jpg
Car,6,30,0.375415635,http://localhost:8080//view_Car//030.jpg
Car,6,31,0.364773408,http://localhost:8080//view_Car//031.jpg
Car,6,32,0.378145769,http://localhost:8080//view_Car//032.jpg
Car,6,33,0.374339557,http://localhost:8080//view_Car//033.jpg
Car,6,34,0.386523716,http://localhost:8080//view_Car//034.jpg
Car,6,35,0.371675307,http://localhost:8080//view_Car//035.jpg
Car,6,36,0.393757047,http://localhost:8080//view_Car//036.jpg
Car,6,37,0.609776261,http://localhost:8080//view_Car//037.jpg
Car,6,38,0.651478749,http://localhost:8080//view_Car//038.jpg
Car,6,39,0.624807652,http://localhost:8080//view_Car//039.jpg
Car,6,40,0.378423891,http://localhost:8080//view_Car//040.jpg
Car,6,41,0.274593342,http://localhost:8080//view_Car//041.jpg
Car,6,42,0.240852075,http://localhost:8080//view_Car//042.jpg
Car,6,43,0.239177233,http://localhost:8080//view_Car//043.jpg
Car,6,44,0.238506241,http://localhost:8080//view_Car//044.jpg
Car,6,45,0.238756249,http://localhost:8080//view_Car//045.jpg
Car,6,46,0.234422334,http://localhost:8080//view_Car//046.jpg
Car,6,47,0.24177583,http://localhost:8080//view_Car//047.jpg
Car,6,48,0.238984744,http://localhost:8080//view_Car//048.jpg
Car,6,49,0.239030236,http://localhost:8080//view_Car//049.jpg
Car,6,50,0.241399224,http://localhost:8080//view_Car//050.jpg
Car,6,51,0.237991702,http://localhost:8080//view_Car//051.jpg
Car,6,52,0.232903933,http://localhost:8080//view_Car//052.jpg
Car,6,53,0.236022108,http://localhost:8080//view_Car//053.jpg
Car,6,54,0.237633194,http://localhost:8080//view_Car//054.jpg
Car,6,55,0.553212185,http://localhost:8080//view_Car//055.jpg
Car,6,56,0.660860792,http://localhost:8080//view_Car//056.jpg
Car,6,57,0.632326697,http://localhost:8080//view_Car//057.jpg
Car,6,58,0.536553013,http://localhost:8080//view_Car//058.jpg
Car,6,59,0.434738125,http://localhost:8080//view_Car//059.jpg
Car,6,60,0.427352081,http://localhost:8080//view_Car//060.jpg
Car,6,61,0.479611804,http://localhost:8080//view_Car//061.jpg
Car,6,62,0.73581085,http://localhost:8080//view_Car//062.jpg
Car,6,63,0.713514598,http://localhost:8080//view_Car//063.jpg
Car,6,64,0.710409598,http://localhost:8080//view_Car//064.jpg
Car,6,65,0.691086338,http://localhost:8080//view_Car//065.jpg
Car,6,66,0.625201427,http://localhost:8080//view_Car//066.jpg
Car,6,67,0.493006423,http://localhost:8080//view_Car//067.jpg
Car,6,68,0.403239524,http://localhost:8080//view_Car//068.jpg
Car,6,69,0.299607952,http://localhost:8080//view_Car//069.jpg
Car,6,70,0.299332347,http://localhost:8080//view_Car//070.jpg
Car,6,71,0.302546826,http://localhost:8080//view_Car//071.jpg
Car,6,72,0.30762188,http://localhost:8080//view_Car//072.jpg
Car,6,73,0.309393012,http://localhost:8080//view_Car//073.jpg
Car,6,74,0.310123202,http://localhost:8080//view_Car//074.jpg
Car,6,75,0.309590285,http://localhost:8080//view_Car//075.jpg
Car,6,76,0.306157857,http://localhost:8080//view_Car//076.jpg
Car,6,77,0.315713549,http://localhost:8080//view_Car//077.jpg
Car,6,78,0.31132684,http://localhost:8080//view_Car//078.jpg
Car,6,79,0.31408908,http://localhost:8080//view_Car//079.jpg
Car,6,80,0.313901567,http://localhost:8080//view_Car//080.jpg
Car,6,81,0.309690906,http://localhost:8080//view_Car//081.jpg
Car,6,82,0.30806461,http://localhost:8080//view_Car//082.jpg
Car,6,83,0.30950085,http://localhost:8080//view_Car//083.jpg
Car,6,84,0.309351101,http://localhost:8080//view_Car//084.jpg
Car,6,85,0.313691419,http://localhost:8080//view_Car//085.jpg
Car,6,86,0.753498281,http://localhost:8080//view_Car//086.jpg
Car,6,87,0.844567279,http://localhost:8080//view_Car//087.jpg
Car,6,88,0.746415016,http://localhost:8080//view_Car//088.jpg
Car,6,89,0.655304303,http://localhost:8080//view_Car//089.jpg
Car,6,90,0.529389321,http://localhost:8080//view_Car//090.jpg
Car,6,91,0.41726757,http://localhost:8080//view_Car//091.jpg
Car,6,92,0.333963301,http://localhost:8080//view_Car//092.jpg
Car,6,93,0.362181762,http://localhost:8080//view_Car//093.jpg
Car,6,94,0.389234404,http://localhost:8080//view_Car//094.jpg
Car,6,95,0.408154968,http://localhost:8080//view_Car//095.jpg
Car,6,96,0.395035289,http://localhost:8080//view_Car//096.jpg
Car,6,97,0.341269427,http://localhost:8080//view_Car//097.jpg
Car,6,98,0.31101886,http://localhost:8080//view_Car//098.jpg
Car,6,99,0.312643142,http://localhost:8080//view_Car//099.jpg
Car,6,100,0.319223634,http://localhost:8080//view_Car//100.jpg
Car,6,101,0.32562857,http://localhost:8080//view_Car//101.jpg
Car,6,102,0.336797792,http://localhost:8080//view_Car//102.jpg
Car,6,103,0.321252487,http://localhost:8080//view_Car//103.jpg
Car,6,104,0.309892719,http://localhost:8080//view_Car//104.jpg
Car,6,105,0.310648312,http://localhost:8080//view_Car//105.jpg
Car,6,106,0.355496386,http://localhost:8080//view_Car//106.jpg
Car,6,107,0.361333567,http://localhost:8080//view_Car//107.jpg
Car,6,108,0.370365796,http://localhost:8080//view_Car//108.jpg
Car,6,109,0.357360579,http://localhost:8080//view_Car//109.jpg
Car,6,110,0.401944026,http://localhost:8080//view_Car//110.jpg
Car,6,111,0.588380922,http://localhost:8080//view_Car//111.jpg
Car,6,112,0.778166455,http://localhost:8080//view_Car//112.jpg
Car,6,113,0.726680702,http://localhost:8080//view_Car//113.jpg
Car,6,114,0.708057759,http://localhost:8080//view_Car//114.jpg
Car,6,115,0.656745688,http://localhost:8080//view_Car//115.jpg
Car,6,116,0.487878374,http://localhost:8080//view_Car//116.jpg
Car,6,117,0.290044697,http://localhost:8080//view_Car//117.jpg
Car,6,118,0.293769925,http://localhost:8080//view_Car//118.jpg
Car,6,119,0.297935468,http://localhost:8080//view_Car//119.jpg
Car,6,120,0.304648841,http://localhost:8080//view_Car//120.jpg
Car,6,121,0.30961624,http://localhost:8080//view_Car//121.jpg
Car,6,122,0.299665396,http://localhost:8080//view_Car//122.jpg
Car,6,123,0.310914574,http://localhost:8080//view_Car//123.jpg
Car,6,124,0.298930283,http://localhost:8080//view_Car//124.jpg
Car,6,125,0.300716286,http://localhost:8080//view_Car//125.jpg
Car,6,126,0.303034317,http://localhost:8080//view_Car//126.jpg
Car,6,127,0.305333928,http://localhost:8080//view_Car//127.jpg
Car,6,128,0.304856731,http://localhost:8080//view_Car//128.jpg
Car,6,129,0.302193433,http://localhost:8080//view_Car//129.jpg
Car,6,130,0.306177629,http://localhost:8080//view_Car//130.jpg
Car,6,131,0.307162034,http://localhost:8080//view_Car//131.jpg
Car,6,132,0.306686085,http://localhost:8080//view_Car//132.jpg
Car,6,133,0.302467632,http://localhost:8080//view_Car//133.jpg
Car,6,134,0.309678558,http://localhost:8080//view_Car//134.jpg
Car,6,135,0.303979377,http://localhost:8080//view_Car//135.jpg
Car,6,136,0.305675417,http://localhost:8080//view_Car//136.jpg
Car,6,137,0.304223114,http://localhost:8080//view_Car//137.jpg
Car,6,138,0.308715626,http://localhost:8080//view_Car//138.jpg
