viewname,viewnum,frame,value,path
HC4,2,0,0.157334109,C:\Users\lit\Desktop\Auditorium\view-HC4\000.jpg
HC4,2,1,0.189455174,C:\Users\lit\Desktop\Auditorium\view-HC4\001.jpg
HC4,2,2,0.22898887,C:\Users\lit\Desktop\Auditorium\view-HC4\002.jpg
HC4,2,3,0.249628847,C:\Users\lit\Desktop\Auditorium\view-HC4\003.jpg
HC4,2,4,0.234844744,C:\Users\lit\Desktop\Auditorium\view-HC4\004.jpg
HC4,2,5,0.169019365,C:\Users\lit\Desktop\Auditorium\view-HC4\005.jpg
HC4,2,6,0.161622164,C:\Users\lit\Desktop\Auditorium\view-HC4\006.jpg
HC4,2,7,0.194290741,C:\Users\lit\Desktop\Auditorium\view-HC4\007.jpg
HC4,2,8,0.207402549,C:\Users\lit\Desktop\Auditorium\view-HC4\008.jpg
HC4,2,9,0.217052301,C:\Users\lit\Desktop\Auditorium\view-HC4\009.jpg
HC4,2,10,0.300118689,C:\Users\lit\Desktop\Auditorium\view-HC4\010.jpg
HC4,2,11,0.441217612,C:\Users\lit\Desktop\Auditorium\view-HC4\011.jpg
HC4,2,12,0.484655865,C:\Users\lit\Desktop\Auditorium\view-HC4\012.jpg
HC4,2,13,0.497097628,C:\Users\lit\Desktop\Auditorium\view-HC4\013.jpg
HC4,2,14,0.505658501,C:\Users\lit\Desktop\Auditorium\view-HC4\014.jpg
HC4,2,15,0.492216729,C:\Users\lit\Desktop\Auditorium\view-HC4\015.jpg
HC4,2,16,0.406235217,C:\Users\lit\Desktop\Auditorium\view-HC4\016.jpg
HC4,2,17,0.424725047,C:\Users\lit\Desktop\Auditorium\view-HC4\017.jpg
HC4,2,18,0.32086815,C:\Users\lit\Desktop\Auditorium\view-HC4\018.jpg
HC4,2,19,0.379545036,C:\Users\lit\Desktop\Auditorium\view-HC4\019.jpg
HC4,2,20,0.295115454,C:\Users\lit\Desktop\Auditorium\view-HC4\020.jpg
HC4,2,21,0.235889548,C:\Users\lit\Desktop\Auditorium\view-HC4\021.jpg
HC4,2,22,0.269719496,C:\Users\lit\Desktop\Auditorium\view-HC4\022.jpg
HC4,2,23,0.265816343,C:\Users\lit\Desktop\Auditorium\view-HC4\023.jpg
HC4,2,24,0.279665276,C:\Users\lit\Desktop\Auditorium\view-HC4\024.jpg
HC4,2,25,0.275256767,C:\Users\lit\Desktop\Auditorium\view-HC4\025.jpg
HC4,2,26,0.2551264,C:\Users\lit\Desktop\Auditorium\view-HC4\026.jpg
HC4,2,27,0.288629466,C:\Users\lit\Desktop\Auditorium\view-HC4\027.jpg
HC4,2,28,0.303585427,C:\Users\lit\Desktop\Auditorium\view-HC4\028.jpg
HC4,2,29,0.249099613,C:\Users\lit\Desktop\Auditorium\view-HC4\029.jpg
HC4,2,30,0.229454194,C:\Users\lit\Desktop\Auditorium\view-HC4\030.jpg
HC4,2,31,0.19196048,C:\Users\lit\Desktop\Auditorium\view-HC4\031.jpg
HC4,2,32,0.176198136,C:\Users\lit\Desktop\Auditorium\view-HC4\032.jpg
HC4,2,33,0.192908912,C:\Users\lit\Desktop\Auditorium\view-HC4\033.jpg
HC4,2,34,0.169199089,C:\Users\lit\Desktop\Auditorium\view-HC4\034.jpg
HC4,2,35,0.191231465,C:\Users\lit\Desktop\Auditorium\view-HC4\035.jpg
HC4,2,36,0.191934674,C:\Users\lit\Desktop\Auditorium\view-HC4\036.jpg
HC4,2,37,0.208511706,C:\Users\lit\Desktop\Auditorium\view-HC4\037.jpg
HC4,2,38,0.172918797,C:\Users\lit\Desktop\Auditorium\view-HC4\038.jpg
HC4,2,39,0.191505285,C:\Users\lit\Desktop\Auditorium\view-HC4\039.jpg
HC4,2,40,0.181301545,C:\Users\lit\Desktop\Auditorium\view-HC4\040.jpg
HC4,2,41,0.206284493,C:\Users\lit\Desktop\Auditorium\view-HC4\041.jpg
HC4,2,42,0.209616079,C:\Users\lit\Desktop\Auditorium\view-HC4\042.jpg
HC4,2,43,0.224930051,C:\Users\lit\Desktop\Auditorium\view-HC4\043.jpg
HC4,2,44,0.236296913,C:\Users\lit\Desktop\Auditorium\view-HC4\044.jpg
HC4,2,45,0.192392042,C:\Users\lit\Desktop\Auditorium\view-HC4\045.jpg
HC4,2,46,0.224739243,C:\Users\lit\Desktop\Auditorium\view-HC4\046.jpg
HC4,2,47,0.230038305,C:\Users\lit\Desktop\Auditorium\view-HC4\047.jpg
HC4,2,48,0.184262131,C:\Users\lit\Desktop\Auditorium\view-HC4\048.jpg
HC4,2,49,0.201868105,C:\Users\lit\Desktop\Auditorium\view-HC4\049.jpg
HC4,2,50,0.175123462,C:\Users\lit\Desktop\Auditorium\view-HC4\050.jpg
HC4,2,51,0.211929575,C:\Users\lit\Desktop\Auditorium\view-HC4\051.jpg
HC4,2,52,0.203143394,C:\Users\lit\Desktop\Auditorium\view-HC4\052.jpg
HC4,2,53,0.224596528,C:\Users\lit\Desktop\Auditorium\view-HC4\053.jpg
HC4,2,54,0.205067704,C:\Users\lit\Desktop\Auditorium\view-HC4\054.jpg
HC4,2,55,0.202998883,C:\Users\lit\Desktop\Auditorium\view-HC4\055.jpg
HC4,2,56,0.216800472,C:\Users\lit\Desktop\Auditorium\view-HC4\056.jpg
HC4,2,57,0.224889426,C:\Users\lit\Desktop\Auditorium\view-HC4\057.jpg
HC4,2,58,0.19307416,C:\Users\lit\Desktop\Auditorium\view-HC4\058.jpg
HC4,2,59,0.173400787,C:\Users\lit\Desktop\Auditorium\view-HC4\059.jpg
HC4,2,60,0.211646924,C:\Users\lit\Desktop\Auditorium\view-HC4\060.jpg
HC4,2,61,0.19225583,C:\Users\lit\Desktop\Auditorium\view-HC4\061.jpg
HC4,2,62,0.185261755,C:\Users\lit\Desktop\Auditorium\view-HC4\062.jpg
HC4,2,63,0.197726915,C:\Users\lit\Desktop\Auditorium\view-HC4\063.jpg
HC4,2,64,0.142312669,C:\Users\lit\Desktop\Auditorium\view-HC4\064.jpg
HC4,2,65,0.19764461,C:\Users\lit\Desktop\Auditorium\view-HC4\065.jpg
HC4,2,66,0.177614272,C:\Users\lit\Desktop\Auditorium\view-HC4\066.jpg
HC4,2,67,0.177194812,C:\Users\lit\Desktop\Auditorium\view-HC4\067.jpg
HC4,2,68,0.173750969,C:\Users\lit\Desktop\Auditorium\view-HC4\068.jpg
HC4,2,69,0.186223861,C:\Users\lit\Desktop\Auditorium\view-HC4\069.jpg
HC4,2,70,0.191364928,C:\Users\lit\Desktop\Auditorium\view-HC4\070.jpg
HC4,2,71,0.169993778,C:\Users\lit\Desktop\Auditorium\view-HC4\071.jpg
HC4,2,72,0.19224853,C:\Users\lit\Desktop\Auditorium\view-HC4\072.jpg
HC4,2,73,0.189180398,C:\Users\lit\Desktop\Auditorium\view-HC4\073.jpg
