viewname,viewnum,frame,value,path
IP5,4,0,0.634988363,C:\Users\lit\Desktop\Auditorium\view-IP5\000.jpg
IP5,4,1,0.541309709,C:\Users\lit\Desktop\Auditorium\view-IP5\001.jpg
IP5,4,2,0.5766203,C:\Users\lit\Desktop\Auditorium\view-IP5\002.jpg
IP5,4,3,0.621332217,C:\Users\lit\Desktop\Auditorium\view-IP5\003.jpg
IP5,4,4,0.669639827,C:\Users\lit\Desktop\Auditorium\view-IP5\004.jpg
IP5,4,5,0.622372238,C:\Users\lit\Desktop\Auditorium\view-IP5\005.jpg
IP5,4,6,0.630033655,C:\Users\lit\Desktop\Auditorium\view-IP5\006.jpg
IP5,4,7,0.764118867,C:\Users\lit\Desktop\Auditorium\view-IP5\007.jpg
IP5,4,8,0.79591887,C:\Users\lit\Desktop\Auditorium\view-IP5\008.jpg
IP5,4,9,0.73539503,C:\Users\lit\Desktop\Auditorium\view-IP5\009.jpg
IP5,4,10,0.73078105,C:\Users\lit\Desktop\Auditorium\view-IP5\010.jpg
IP5,4,11,0.743070027,C:\Users\lit\Desktop\Auditorium\view-IP5\011.jpg
IP5,4,12,0.762942494,C:\Users\lit\Desktop\Auditorium\view-IP5\012.jpg
IP5,4,13,0.702310521,C:\Users\lit\Desktop\Auditorium\view-IP5\013.jpg
IP5,4,14,0.720562335,C:\Users\lit\Desktop\Auditorium\view-IP5\014.jpg
IP5,4,15,0.736714977,C:\Users\lit\Desktop\Auditorium\view-IP5\015.jpg
IP5,4,16,0.670327188,C:\Users\lit\Desktop\Auditorium\view-IP5\016.jpg
IP5,4,17,0.624329456,C:\Users\lit\Desktop\Auditorium\view-IP5\017.jpg
IP5,4,18,0.650335302,C:\Users\lit\Desktop\Auditorium\view-IP5\018.jpg
IP5,4,19,0.71192761,C:\Users\lit\Desktop\Auditorium\view-IP5\019.jpg
IP5,4,20,0.776044325,C:\Users\lit\Desktop\Auditorium\view-IP5\020.jpg
IP5,4,21,0.721250212,C:\Users\lit\Desktop\Auditorium\view-IP5\021.jpg
IP5,4,22,0.723642449,C:\Users\lit\Desktop\Auditorium\view-IP5\022.jpg
IP5,4,23,0.694162312,C:\Users\lit\Desktop\Auditorium\view-IP5\023.jpg
IP5,4,24,0.584135147,C:\Users\lit\Desktop\Auditorium\view-IP5\024.jpg
IP5,4,25,0.607034282,C:\Users\lit\Desktop\Auditorium\view-IP5\025.jpg
IP5,4,26,0.575123839,C:\Users\lit\Desktop\Auditorium\view-IP5\026.jpg
IP5,4,27,0.601051267,C:\Users\lit\Desktop\Auditorium\view-IP5\027.jpg
IP5,4,28,0.650731037,C:\Users\lit\Desktop\Auditorium\view-IP5\028.jpg
IP5,4,29,0.655441254,C:\Users\lit\Desktop\Auditorium\view-IP5\029.jpg
IP5,4,30,0.621498779,C:\Users\lit\Desktop\Auditorium\view-IP5\030.jpg
IP5,4,31,0.612353252,C:\Users\lit\Desktop\Auditorium\view-IP5\031.jpg
IP5,4,32,0.601991533,C:\Users\lit\Desktop\Auditorium\view-IP5\032.jpg
IP5,4,33,0.564162464,C:\Users\lit\Desktop\Auditorium\view-IP5\033.jpg
IP5,4,34,0.570597135,C:\Users\lit\Desktop\Auditorium\view-IP5\034.jpg
IP5,4,35,0.535270903,C:\Users\lit\Desktop\Auditorium\view-IP5\035.jpg
IP5,4,36,0.556741446,C:\Users\lit\Desktop\Auditorium\view-IP5\036.jpg
IP5,4,37,0.483153301,C:\Users\lit\Desktop\Auditorium\view-IP5\037.jpg
IP5,4,38,0.61575987,C:\Users\lit\Desktop\Auditorium\view-IP5\038.jpg
IP5,4,39,0.682449114,C:\Users\lit\Desktop\Auditorium\view-IP5\039.jpg
IP5,4,40,0.645743989,C:\Users\lit\Desktop\Auditorium\view-IP5\040.jpg
IP5,4,41,0.545412506,C:\Users\lit\Desktop\Auditorium\view-IP5\041.jpg
IP5,4,42,0.516288765,C:\Users\lit\Desktop\Auditorium\view-IP5\042.jpg
IP5,4,43,0.467565984,C:\Users\lit\Desktop\Auditorium\view-IP5\043.jpg
IP5,4,44,0.505129297,C:\Users\lit\Desktop\Auditorium\view-IP5\044.jpg
IP5,4,45,0.508281156,C:\Users\lit\Desktop\Auditorium\view-IP5\045.jpg
IP5,4,46,0.512412865,C:\Users\lit\Desktop\Auditorium\view-IP5\046.jpg
IP5,4,47,0.484332566,C:\Users\lit\Desktop\Auditorium\view-IP5\047.jpg
IP5,4,48,0.509051006,C:\Users\lit\Desktop\Auditorium\view-IP5\048.jpg
IP5,4,49,0.502529319,C:\Users\lit\Desktop\Auditorium\view-IP5\049.jpg
IP5,4,50,0.528121246,C:\Users\lit\Desktop\Auditorium\view-IP5\050.jpg
IP5,4,51,0.589503879,C:\Users\lit\Desktop\Auditorium\view-IP5\051.jpg
IP5,4,52,0.680606915,C:\Users\lit\Desktop\Auditorium\view-IP5\052.jpg
IP5,4,53,0.692785081,C:\Users\lit\Desktop\Auditorium\view-IP5\053.jpg
IP5,4,54,0.620087834,C:\Users\lit\Desktop\Auditorium\view-IP5\054.jpg
IP5,4,55,0.546875291,C:\Users\lit\Desktop\Auditorium\view-IP5\055.jpg
IP5,4,56,0.488486103,C:\Users\lit\Desktop\Auditorium\view-IP5\056.jpg
IP5,4,57,0.498559874,C:\Users\lit\Desktop\Auditorium\view-IP5\057.jpg
IP5,4,58,0.48833921,C:\Users\lit\Desktop\Auditorium\view-IP5\058.jpg
IP5,4,59,0.545393671,C:\Users\lit\Desktop\Auditorium\view-IP5\059.jpg
IP5,4,60,0.519482995,C:\Users\lit\Desktop\Auditorium\view-IP5\060.jpg
IP5,4,61,0.516866117,C:\Users\lit\Desktop\Auditorium\view-IP5\061.jpg
IP5,4,62,0.455476293,C:\Users\lit\Desktop\Auditorium\view-IP5\062.jpg
IP5,4,63,0.454188813,C:\Users\lit\Desktop\Auditorium\view-IP5\063.jpg
IP5,4,64,0.476011874,C:\Users\lit\Desktop\Auditorium\view-IP5\064.jpg
IP5,4,65,0.474598359,C:\Users\lit\Desktop\Auditorium\view-IP5\065.jpg
IP5,4,66,0.430977512,C:\Users\lit\Desktop\Auditorium\view-IP5\066.jpg
IP5,4,67,0.416829631,C:\Users\lit\Desktop\Auditorium\view-IP5\067.jpg
IP5,4,68,0.49736449,C:\Users\lit\Desktop\Auditorium\view-IP5\068.jpg
IP5,4,69,0.448173584,C:\Users\lit\Desktop\Auditorium\view-IP5\069.jpg
IP5,4,70,0.4808091,C:\Users\lit\Desktop\Auditorium\view-IP5\070.jpg
IP5,4,71,0.4991946,C:\Users\lit\Desktop\Auditorium\view-IP5\071.jpg
IP5,4,72,0.499462974,C:\Users\lit\Desktop\Auditorium\view-IP5\072.jpg
IP5,4,73,0.449032268,C:\Users\lit\Desktop\Auditorium\view-IP5\073.jpg
IP5,4,74,0.431808181,C:\Users\lit\Desktop\Auditorium\view-IP5\074.jpg
IP5,4,75,0.453459614,C:\Users\lit\Desktop\Auditorium\view-IP5\075.jpg
IP5,4,76,0.40924402,C:\Users\lit\Desktop\Auditorium\view-IP5\076.jpg
IP5,4,77,0.396687514,C:\Users\lit\Desktop\Auditorium\view-IP5\077.jpg
IP5,4,78,0.438845519,C:\Users\lit\Desktop\Auditorium\view-IP5\078.jpg
IP5,4,79,0.448033454,C:\Users\lit\Desktop\Auditorium\view-IP5\079.jpg
IP5,4,80,0.420411422,C:\Users\lit\Desktop\Auditorium\view-IP5\080.jpg
IP5,4,81,0.402904285,C:\Users\lit\Desktop\Auditorium\view-IP5\081.jpg
IP5,4,82,0.460000849,C:\Users\lit\Desktop\Auditorium\view-IP5\082.jpg
IP5,4,83,0.416234294,C:\Users\lit\Desktop\Auditorium\view-IP5\083.jpg
IP5,4,84,0.35955183,C:\Users\lit\Desktop\Auditorium\view-IP5\084.jpg
IP5,4,85,0.382603105,C:\Users\lit\Desktop\Auditorium\view-IP5\085.jpg
IP5,4,86,0.417425649,C:\Users\lit\Desktop\Auditorium\view-IP5\086.jpg
IP5,4,87,0.359506499,C:\Users\lit\Desktop\Auditorium\view-IP5\087.jpg
IP5,4,88,0.385851664,C:\Users\lit\Desktop\Auditorium\view-IP5\088.jpg
IP5,4,89,0.381885101,C:\Users\lit\Desktop\Auditorium\view-IP5\089.jpg
IP5,4,90,0.42739278,C:\Users\lit\Desktop\Auditorium\view-IP5\090.jpg
IP5,4,91,0.412529892,C:\Users\lit\Desktop\Auditorium\view-IP5\091.jpg
IP5,4,92,0.42462051,C:\Users\lit\Desktop\Auditorium\view-IP5\092.jpg
